family,species,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,SDH confirm,Granite yes=y,Conservtion status,Geographic range west relative to TPBNR,Geographic range centered relative to TPBNR,Geographic range east relative to TPBNR
ADIANTACEAE,Anogramma leptophylla (L.) Link.,12,,,,,,,,,o,,,,•,y,,western,,
ASPLENIACEAE,Asplenium aethiopicum (Burm.f.) Bech. ,,,,,,,,,,,,,,• new PERTH,y,,western,,
DENNSTAEDTIACEAE,Histiopteris incisa (Thunb.) J.Sm.,,,,,,,,,,,,,,• ,y,,western,,
DENNSTAEDTIACEAE,Pteridium esculentum (G.Forst.) Cockayne,"10,13",,,,,,,,,,,,,•,y,,western,,
LINDSAEACEAE,Lindsaea linearis Sw.,"3,4",,,,,,,,o,,o,,,•,Y,,western,,
LYCOPODIACEAE,"Brownseya serpentina (Kunze) Li Bing Zhang, L.D.Sheph., D.K.Chen, X.M.Zhou & H.He",,,,,,,,,,,,,,• new SDH,,,western,,
LYCOPODIACEAE,Phylloglossum drummondii Kunze.,12,,,,,,,,,0,,,,•,y,,western,,
SCHIZAECEAE,Schizaea fistulosa Labill.,&,,,,,,,,,,,,,•,y,,western,,
PODOCARPACEAE,Podocarpus drouynianus F.Muell.,3,x,,,,,,,,,,,,•,,,western,,
ZAMIACEAE,Macrozamia riedlei (Gaudich.) C.A.Gardner,,,,,,,,,,,,,,• ,Y,,western,,
HYDATELLACEAE,"Trithuria austinensis D.D.Sokoloff, Remizowa, T.Macfarlane & Rudall",,,,,,,,,,,,,,• ,Y,,,centered,
LAURACEAE,Cassytha glabella R.Br.,"1,2,3,8,8",x,x,x,,x,x,x,x,,x,x,,• ,y,,,centered,
LAURACEAE,Cassytha racemosa Nees,"2,3",x,,,,,,,,,,,,• ,,,,centered,
ALLIACEAE,* Allium triquetrum L.,10,,,,,,,,,,,,,• ,,,western,,
ASPARAGACEAE,Laxmannia jamesii Keighery,,,,,,,,,,,,,,• new PERTH,y,,western,,
ASPARAGACEAE,Lomandra nigricans T.Mcfarlane,"1,2,3,5,11",,,,,x,,x,,x,,,,• ,,,western,,
ASPARAGACEAE,Lomandra pauciflora (R.Br.) Ewart,,,,,,,,,,,,,,• new PERTH,,,western,,
ASPARAGACEAE,Lomandra purpurea (Endl.) Ewart,,,,,,,,,,,,,,• new Dilly,y,,western,,
ASPARAGACEAE,Lomandra rigida Labill.,3,x,,,,,,,,,,o,,• sp. Indet.,,,,,
ASPARAGACEAE,Lomandra sonderi (F.Muell.) Ewart.,3,,,,,,,x,,,,,,• ,,,western,,
ASPARAGACEAE,Thysanotus asper Lindl.,"1,2",x,x,,,,,x,,,,,,• sp. Indet.,,,,,
ASPARAGACEAE,Thysanotus dichotomus (Labill.) R.Br.,,,,,,,,,,,,,, new Dilly,y,,western,,
ASPARAGACEAE,Thysanotus glaucifolius Brittan,"3,10",x,,,,,,,,,,,,• ,,,,,eastern
ASPARAGACEAE,Thysanotus gracilis R.Br.,"2,10,11",,,x,x,,,,,,,,,• ,,,western,,
ASPARAGACEAE,Thysanotus isantherus R.Br.,,,,,,,,,,,,,,• ,y,,western,,
ASPARAGACEAE,Thysanotus multiflorus R.Br.,3,x,,,,,,,,,,,,• ,,,western,,
ASPARAGACEAE,Thysanotus patersonii R.Br.,"1,2",,,,,,,,,x,x,,,• ,y,,,centered,
ASPARAGACEAE,Thysanotus sparteus R.Br.,,,,,,,,,,,,,,• new PERTH,y,,,centered,
ASPARAGACEAE,Thysanotus tenellus Endl.,"3,5",x,,,,,,,,,,,x,• ,y,,western,,
ASPARAGACEAE,Thysanotus thyrsoideus Baker,2,,,,,,,,,,x,,,• ,,,western,,
BORYACEAE,Borya nitida Labill. ,"8,12",,,,,,,,,x,x,,,• ,y,,,,eastern
CENTROLEPIDACEAE,Aphelia cyperoides R.Br.,,,,,,,,,,,,,,• ,y,,western,,
CENTROLEPIDACEAE,Centrolepis aristata (R.Br.) Poir.,8,,,,,,,,,,,,,• ,y,,western,,
CENTROLEPIDACEAE,Centrolepis caespitosa D.A.Cooke ,,,,,,,,,,,,,,• new PERTH,,,western,,
CENTROLEPIDACEAE,Centrolepis drummondiana (Nees) Walp.,,,,,,,,,,,,,,• ,y,,western,,
CENTROLEPIDACEAE,Centrolepis fascicularis Labill.,,,,,,,,,,,,,,• new PERTH,,,western,,
CENTROLEPIDACEAE,Centrolepis glabra (Sond.) Hieron.,,,,,,,,,,,,,,• ,y,,,centered,
CENTROLEPIDACEAE,Centrolepis humillima Benth.,,,,,,,,,,,,,,• ,y,,,centered,
CENTROLEPIDACEAE,Centrolepis pilosa Hieron.,,,,,,,,,,,,,,• ,y,,,centered,
CENTROLEPIDACEAE,Centrolepis polygyna (R.Br.) Hieron.,"8,9",,,,,,,,,,,,,• ,y,,,centered,
CENTROLEPIDACEAE,Centrolepis strigosa (R.Br.) Roem. & Schult.,"7,8,9",,,,,,,,,,,,,• ,y,,,,eastern
COLCHICACEAE,Burchardia congesta Lindl.,"1,2,5,11",x,x,,,,,,,x,x,,,• name change,y,,western,,
COLCHICACEAE,Wurmbea dioica (R.Br.) F.Muell. subsp. alba T.Macfarlane,,,,,,,,,,,,,,• ,y,,western,,
CYPERACEAE,"Ammothryon grandiflorum (Lehm.) R.L.Barrett, K.L.Wilson & J.J.Bruhl",12,,,,o,,,,o,,,,x,• name change,,,western,,
CYPERACEAE,Baumea sp. laxa (K.Wilson 11052),,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Chaetospora curvifolia R.Br.,"10,11",,,,,,,,x,,x,x,x,• name change,,,western,,
CYPERACEAE,Chaetospora subbulbosa (Benth.) K.L.Wilson & R.L.Barrett,5.8,,,,,,,,,,,,,• name change,,,western,,
CYPERACEAE,Cyathochaeta avenacea (R.Br.) Benth.,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Cyathochaeta equitans K.L.Wilson,"2,11",x,,,,,,,,,,,,• new det.,,,,centered,
CYPERACEAE,Cyperus tenuiflorus Rottb.,"1,11",,,,,x,,,,,,,,• sp. indet,,,,,
CYPERACEAE,*Cyperus congestus Vahl,"1,11",,,,,x,,,,,,,,•,,,western,,
CYPERACEAE,Evandra aristata R.Br.,"1,3",x,x,,,o,,o,,o,o,,,•,,,western,,
CYPERACEAE,*Ficinia marginata  (Thunb.) Fourc.,1,,,,,,,,,,,,,• alien,y,,western,,
CYPERACEAE,"Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson","1,2,7,8,9,11,13",x,x,,,x,x,o,,,o,,,• name change,,,,centered,
CYPERACEAE,Gahnia sp. Headland (G.J. Keighery 8501),11,,,,,,,,,,,,,• name change,,,,,eastern
CYPERACEAE,Gahnia trifida Labill.,"2,3.8",x,,,,,,o,,,,,,•,,,,centered,
CYPERACEAE,Gymnoschoenus anceps (R.Br.) C.B.Clarke,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Isolepis cernua (Vahl) Roem. & Schult.,9,,,,,,,,,,,,,•,y,,western,,
CYPERACEAE,*Isolepis prolifer (Rottb.) R.Br.,13,,,,,,,,,,,,,• alien,,,,,
CYPERACEAE,Isolepis sp. Cape Vancouver,,,,,,,,,,,,,,• new PERTH,y,,,,
CYPERACEAE,Lepidosperma angustatum R.Br.,"1,3,4,8",o,o,x,,x,,x,,,,,,• ,y,,,centered,
CYPERACEAE,Lepidosperma aff. fimbriatum Nees.,"1,3,5,6,11",,,,o,,,0,,,,,,• name change for L brunonianum,,,,,
CYPERACEAE,Lepidosperma drummondii Benth.,,,,,,,,,,,,,,• new PERTH,,,,centered,
CYPERACEAE,Lepidosperma effusum Benth.,2,o,o,o,,o,o,,,,o,,,• ,,,western,,
CYPERACEAE,Lepidosperma gladiatum Labill.,"1,2,4,5,8,9,11,12",o,,,,o,o,,x,,0,,,• ,,,,centered,
CYPERACEAE,Lepidosperma gracile R.Br.,,,,,,,,,,,,,,• new PERTH,y,,western,,
CYPERACEAE,Lepidosperma hopperi R.L.Barrett,,,,,,,,,,,,,,• ,y,,,centered,
CYPERACEAE,Lepidosperma longitudinale Labill.,1,,,,,,,,,x,,,,• ,,,western,,
CYPERACEAE,Lepidosperma striatum R.Br.,"1,3",o,,,,,,0,,,,,,• ,,,western,,
CYPERACEAE,Lepidosperma tetraquetrum Nees.,,,,,,,,,o,,,,,• ,,,western,,
CYPERACEAE,"Lepidosperma sp. Carracarrup Creek (S. Kern, R. Jasper, D. Brassington LCH 16738)",,,,,,,,,,,,,,• new PERTH,,,,,eastern
CYPERACEAE,Lepidosperma sp. indet (CSIRO 353A),1,,,,,o,,,,,,,,• sp. Indet.,,,,,
CYPERACEAE,Machaerina acuta (Labill.) J.Kern,,,,,,,,,,,,,,• new PERTH,,,,centered,
CYPERACEAE,Machaerina articulata (R.Br.) T.Koyama,"1,2,3,13",,,,,o,,,,,,,,• name change,,,western,,
CYPERACEAE,Machaerina juncea (R.Br.) T.Koyama,"1,3,12",,,,,,,,,,,,,• name change,,,western,,
CYPERACEAE,Machaerina laxa (Nees) T.Koyama ,,,,,,,,,,,,,,• new PERTH,y,,western,,
CYPERACEAE,Machaerina preissii (Nees) L.A.S.Johnson & T.Koyama,13,,,,,,,,,,,,,• name change,,,western,,
CYPERACEAE,Machaerina rubiginosa (Spreng.) T.Koyama,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Mesomelaena graciliceps (C.B.Clarke) K.L.Wilson,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Mesomelaena tetragona (R.Br.) Benth.,"1,3.8",,x,x,x,x,,x,,,,,,• ,,,,centered,
CYPERACEAE,Mesomelaena stygia (R.Br.) Nees.,"1,3,8",,,,,,,,,,,,,• ,y,,,centered,
CYPERACEAE,Mesomelaena sp. aff. stygia (CSIRO 384),1,,,,,,,x,,x,,,,• sp. Indet.,,,,,
CYPERACEAE,Morelotia octandra (Nees) R.L.Barrett & J.J.Bruhl,,,,,,,,,,,,,,• ,y,,western,,
CYPERACEAE,Netrostylis sp. Jarrah Forest (R. Davis 7391),,,,,,,,,,,,,,• new Dilly,y,,western,,
CYPERACEAE,Schoenus acuminatus R.Br.,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Schoenus breviculmis Benth.,,,,,,,,,,,,,,• new PERTH,,,,,eastern
CYPERACEAE,Schoenus brevifolius R.Br.,"2,3,8",x,,,,,o,o,o,o,o,x,,• sp. Unknown,,,,,
CYPERACEAE,Schoenus brevisetis (R.Br.) Poir.,,,,,,,,,,,,,,• new Dilly,y,,,centered,
CYPERACEAE,Schoenus caespititius W.Fitzg.,"6,11,12",,,,o,,,,,,,,,• ,,,,centered,
CYPERACEAE,Schoenus cruentus (Nees) Benth. ,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Schoenus efoliatus F.Muell.,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Schoenus hexandrus F. Muell. & Tate. ,11,,,,,,,,,,,,,• sp. Indet.,,,,,
CYPERACEAE, Schoenus multiglumis Benth.,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE, Schoenus nitens (R.Br.) Roem. & Schult.,,,,,,,,,,,,,,• ,,,western,,
CYPERACEAE,Schoenus odontocarpus F.Muell.,,,,,,,,,,,,,,• ,y,,,centered,
CYPERACEAE, Schoenus pedicellatus (R.Br.) Benth.,,,,,,,,,,,,,,• new PERTH,y,,western,,
CYPERACEAE,Schoenus rigens S. T. Blake. ,"2,4",,o,,x,x,,,,,,,,• sp. Indet.,,,,,
CYPERACEAE,Schoenus sp. Cape Riche Cushion (G.J. Keighery 9922),,,,,,,,,,,,,,• new PERTH,,,,,eastern
CYPERACEAE,Schoenus sp. carsei (K.Wilson 11054),,,,,,,,,,,,,,• new PERTH,,,,,
CYPERACEAE,Schoenus sp. Grassy (E. Gude & J. Harvey 250),,,,,,,,,,,,,,• new PERTH,,P2,western,,
CYPERACEAE,Schoenus sp. South coast (R. Davis 10239) ,,,,,,,,,,,,,,• new PERTH,,,western,,
CYPERACEAE,Schoenus subflavus Kuek. ,11,,,,,,,,,,,,,• ,,P2,,centered,
CYPERACEAE,Schoenus sublateralis (Steud.) C.B.Clarke,,,,,,,,,,,,,,• new Dilly ,y,,western,,
CYPERACEAE,Schoenus submicrostachyus Kük.,,,,,,,,,,,,,,• new PERTH,,,,centered,
CYPERACEAE,Tricostularia sp. Two Peoples Bay (G. Wardell-Johnson GWJ 114),,,,,,,,,,,,,,• new consvn,,,,,eastern
DASYPOGONACEAE,Calectasia demarzii R.L.Barrett,"2,5",x,,,,,,x,x,,x,,,• name change,,,,centered,
DASYPOGONACEAE,Dasypogon bromeliifolius R.Br.,"1,3,5",x,,,,x,,x,,x,x,x,,• ,,,western,,
DASYPOGONACEAE,Kingia australis R.Br.,10,,,,,,,,,,,,,• ,,,western,,
HAEMODORACEAE,Anigozanthos flavidus Redoute,"2,3",x,x,,,x,,,,x,x,,,• ,,,western,,
HAEMODORACEAE, Anigozanthos preissii Endl.,"1,3",,,,,,,,,x,x,,,• ,,,western,,
HAEMODORACEAE,Conostylis aculeata R.Br. subsp. aculeata,"2,6.8.11",,,,,,,,,x,x,x,,• ,,,western,,
HAEMODORACEAE,Conostylis serrulata R.Br.,"1,4,5,6",,,,,,,,x,x,x,x,,• ,,,western,,
HAEMODORACEAE,Conostylis setigera R.Br. subsp. setigera,"2,3",,,,,,,,,x,x,,,• name change,,,western,,
HAEMODORACEAE,Haemodorum laxum R.Br.,,,,,,,,,,,,,,• new SDH,y,,western,,
HAEMODORACEAE,Haemodorum sparsiflorum F.Muell.,,,,,,,,,,,,,,• new SDH,,,western,,
HAEMODORACEAE,Haemodorum spicatum R.Br.,"3,11",x,,,,,,,,,,,,• ,y,,western,,
HAEMODORACEAE,Phlebocarya ciliata R.Br.,,,,,,,,,,,,,,• new SDH,,,western,,
HAEMODORACEAE,Tribonanthes violacea Endl.,12,,,,,x,,x,,,,,,• ,y,,,centered,
HEMEROCALLIDACEAE ,Agrostocrinum hirsutum (Lindl.) Keighery,,,,,,,,,,,,,,• new Dilly,y,,western,,
HEMEROCALLIDACEAE ,Agrostocrinum scabrum (R.Br.) BailL.,"1,3,5",x,,,,,,x,,,x,x,,• ,y,,,centered,
HEMEROCALLIDACEAE ,Chamaescilla corymbosa (R.Br.) Benth.,3,,,,,,,,,x,,,,• ,y,,,centered,
HEMEROCALLIDACEAE ,Dianella revoluta R.Br.,"7,8,9",,,,,,,,,,,,,• ,,,,centered,
HEMEROCALLIDACEAE ,Johnsonia lupulina R.Br.,"1,3,4",x,x,,,x,x,,,x,x,x,x,• ,,,western,,
HEMEROCALLIDACEAE ,Tricoryne elatior R.Br.,,,,,,,,,,,,,,• new Dilly,y,,,centered,
HEMEROCALLIDACEAE ,Stypandra glauca R.Br.,"7,9",,,,,,,,,,,,,• name change,y,,,centered,
IRIDACEAE,* Crocosmia x crocosmiiflora (E.Morren) N.E.Br.,11,,,x,,,,,,,,,,• ,,,western,,
IRIDACEAE,* Moraea flaccida (Sweet) Steud.,11,,,,,,,,,,,,,• name change,,,western,,
IRIDACEAE,Patersonia lanata R.Br.,,,,,,,,,,,,,,• new PERTH,,,,,eastern
IRIDACEAE,Patersonia occidentalis R.Br.,"2,8,10",,,,,,,,,,,x,,• ,y,,,centered,
IRIDACEAE,Patersonia umbrosa Endl.,"1,3,3",,,,,,,,,,,x,,• ,,,western,,
IRIDACEAE,* Romulea rosea var. australis (Ewart) M.P.de Vos,11,,,,,,,x,,,,,,• name change,y,,western,,
JUNCACEAE,*Juncus capitatus Weigel.,13,,,x,,,,,,,,,,• alien,,,western,,
JUNCACEAE,Juncus kraussii Hochst.,"2,11,13",x,,x,x,,,,,,,,,• ,,,,centered,
JUNCACEAE, Juncus meianthus K.L.Wilson,,,,,,,,,,,,,,• new PERTH,y,P3,western,,
JUNCACEAE,Juncus pallidus R.Br.,13,,,x,,,,,,,,,,• ,,,western,,
JUNCAGINACEAE,Cycnogeton lineare (Endl.) Sond.,"1,2,9,10,13",x,,,,,,x,,x,x,,,• name change,,,western,,
JUNCAGINACEAE,Triglochin minutissima F.Muell. ,,,,,,,,,,,,,,• new PERTH,,,,,eastern
JUNCAGINACEAE,Triglochin striata Ruiz Lopez & Pavon.,3,x,,,,,,,,,,,,•,,,,centered,
ORCHIDACEAE,Caladenia brownii Hopper,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Caladenia cairnsiana F. Muell.,&,,,,,,,,,,,,,• ,,,,centered,
ORCHIDACEAE,Caladenia corynephora A.S.George,"2,11",x,,,,,,,,,,x,,• ,,,western,,
ORCHIDACEAE,Caladenia fuscolutescens Hopper & A.P.Br.,"3,11",,,,,,,,,x,x,,,• name change,,,,,eastern
ORCHIDACEAE,Caladenia flava R.Br. subsp. flava,"1,2,3,6,10,11",,,,,,,,,x,x,,,• stat. change,y,,,centered,
ORCHIDACEAE,Caladenia flava subsp. sylvestris Hopper & A.P.Br. ,,,,,,,,,,,,,,• new PERTH,y,,western,,
ORCHIDACEAE,Caladenia granitora Hopper & A.P.Br.,12,,,,,,,,,,,x,,• name change,y,,,,eastern
ORCHIDACEAE,Caladenia heberleana Hopper & A.P.Br.,,,,,,,,,,,,,,• new APBr,,,,centered,
ORCHIDACEAE,Caladenia latifolia R.Br.,"1,2,9,11",,,,,x,,,,x,x,,,• ,y,,,centered,
ORCHIDACEAE,Caladenia longicauda Lindl.,&,,,,,,,,,,,,,• ,,,,centered,
ORCHIDACEAE,Caladenia longicauda Lindl. x pectinata R.S.Rogers,"2,6",,,,,,,,,,x,,,• ,,,,,
ORCHIDACEAE,Caladenia marginata Lindl.,,,,,,,,,,,,,,• ,y,,western,,
ORCHIDACEAE,Caladenia pectinata R.S.Rogers,"1,3,6,10,11,12",,,,,,,,,x,x,,,• ,,,western,,
ORCHIDACEAE," 	Caladenia plicata Fitzg.",,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE," 	Caladenia serotina Hopper & A.P.Br.",,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Caladenia x ericksoniae Nicholls,1,,,,,,,,,,,,,• ,,,,centered,
ORCHIDACEAE,Calochilus uliginosus D.L.Jones ,12,,,,,,,,,,x,,,• name change,,,western,,
ORCHIDACEAE," 	Corysanthes recurva (D.L.Jones) D.L.Jones & M.A.Clem.",12,,,,,,,x,,,,,,• name change,,,western,,
ORCHIDACEAE,Corysanthes despectans (D.L.Jones & R.C.Nash) D.L.Jones & M.A.Clem.,&,,,,,,,,,,,,,• name change,,,western,,
ORCHIDACEAE,Cryptostylis ovata R.Br.,11,,,,,,,,,,,,x,• ,y,,western,,
ORCHIDACEAE,Cyanicula gemmata (Lindl.) Hopper & A.P.Br.,,,,,,,,,,,,,,• name change,y,,western,,
ORCHIDACEAE,Cyanicula sericea (Lindl.) Hopper & A.P.Br.,3,,,,,,,,,x,,,,• name change,y,,western,,
ORCHIDACEAE, Cyrtostylis huegelii Endl.,,,,,,,,,,,,,,• new PERTH,y,,western,,
ORCHIDACEAE,Cyrtostylis robusta D.L.Jones & M.A.Clem.,"1,2",,,,,,x,x,x,x,x,,,• ,,,,centered,
ORCHIDACEAE,* Disa bracteata Sw.,12,,,,,,,,,,,x,,• name change,y,,western,,
ORCHIDACEAE,Diuris emarginata R.Br.,,,,,,,,,,,,,,• new PERTH,,,,,
ORCHIDACEAE,Diuris heberlei D.L.Jones,10,x,,,,,,,,,,,,• name change,,P2,western,,
ORCHIDACEAE,Diuris laevis Fitzg.,2,,,,,,,,,,x,,,• ,,,western,,
ORCHIDACEAE,Diuris laxiflora Lindley,&,,,,,,,,,,,,,• sp. Indet.,,,western,,
ORCHIDACEAE, Diuris littoralis D.L.Jones & C.J.French,,,,,,,,,,,,,,• new APBr,y,,,,eastern
ORCHIDACEAE,Diuris longifolia R.Br.,"3,11",,,,,,,,x,,x,,,• ,y,,western,,
ORCHIDACEAE,"Diuris sp. (Torndirrup - australis ms D.L. Jones, G.B Brockman & C.J. French pers. comm.)",,,,,,,,,,,,,,• new Brockman,,,,,
ORCHIDACEAE,Diuris sp. (Two People Bay - ammophila ms G. Brockman & C.J. French pers. comm.)  ,,,,,,,,,,,,,,• new Brockman,,,,,
ORCHIDACEAE,Diuris pauciflora R.Br,,,,,,,,,,,,,,• new Brockman,,,western,,
ORCHIDACEAE,Drakaea livida J.Drumm.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Drakaea glyptodon Fitzg.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE, Drakaea thynniphila A.S.George,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Elythranthera brunonis (Endl.) A.S.George,"1,3,8,1",,,,,,,,,,x,,,• ,y,,,centered,
ORCHIDACEAE,Elythranthera emarginata (Lindley) A.S.George,11,,,,,,,,,,,,,• ,,,western,,
ORCHIDACEAE,Epiblema grandiflorum R.Br. ,3,x,,,,,,,,,,,,• ,,,western,,
ORCHIDACEAE,Eriochilus dilatatus Lindl.,"1,3",,,x,x,x,,,,,,,,• ,y,,,centered,
ORCHIDACEAE,Eriochilus dilatatus Lindl. subsp. dilatatus,,,,,,,,,,,,,,• new APBr,y,,,centered,
ORCHIDACEAE,Eriochilus dilatatus Lindl. subsp. multiflorus (Lindl.) Hopper & A.P.Br.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE, Eriochilus helonomos Hopper & A.P.Br.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Eriochilus pulchellus Hopper & A.P.Br.,,,,,,,,,,,,,,• ,y,,,centered,
ORCHIDACEAE,Eriochilus scaber Lindl.,,,,,,,,,x,,,,,• ,y,,,centered,
ORCHIDACEAE,Leporella fimbriata (Lindl.) A.S.George,&,,,,,,,,,,,,,• ,,,,centered,
ORCHIDACEAE,Leptoceras menziesii R.Br.,10,,,,,,,,,x,,,,• ,y,,,centered,
ORCHIDACEAE,Pyrorchis nigricans (R.Br.) D.L.Jones & M.A.Clem.,"10,11",,,,,,,x,,x,,,,• name change,,,,centered,
ORCHIDACEAE,Lyperanthus serratus Lindl.,"1,11,12",,,,,,,,,x,,,,• ,,,western,,
ORCHIDACEAE,Microtis alba R.Br.,"1,2,4",,x,,,,,,,,x,x,,• ,,,western,,
ORCHIDACEAE,Microtis alboviridis R.J.Bates,,,,,,,,,,,,,,• new PERTH,,,western,,
ORCHIDACEAE,Microtis brownii Rchb.f.,,,,,,,,,,,,,,• new PERTH,,,western,,
ORCHIDACEAE, Microtis cupularis (D.L.Jones & G.Brockman) A.P.Br.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Microtis familiaris R.J.Bates,,,,,,,,,,,,,,• new PERTH,,,western,,
ORCHIDACEAE,Microtis media R.Br. subsp. densiflora (Benth.) R.J.Bates,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Microtis media R.Br. subsp. media,"2,3",x,,,,,,,,,,,,• name change,y,,,centered,
ORCHIDACEAE, Microtis pulchella R.Br.,,,,,,,,,,,,,,• new Brockman,,P4,western,,
ORCHIDACEAE,Paracaleana aff. disjuncta D.L.Jones,,,,,,,,,,,,,,• new Brockman,,,,,eastern
ORCHIDACEAE,Paracaleana nigrita (Lind.) Blaxell,12,,,,,,,,,,,x,,• ,,,western,,
ORCHIDACEAE,Praecoxanthus aphyllus (Benth.) Hopper & A.P.Br.,10,,,,,,,,,,,,,• name change,,,,centered,
ORCHIDACEAE,Pheladenia deformis (R.Br.) D.L.Jones & M.A.Clem.,6,,,,,,,x,,,,,,• name change,,,western,,
ORCHIDACEAE, Prasophyllum brownii Rchb.f.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE, Prasophyllum cucullatum Rchb.f.,,,,,,,,,,,,,,• new PERTH,,,western,,
ORCHIDACEAE, Prasophyllum drummondii Rchb.f.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Prasophyllum elatum R.Br.,3,,,,,,,,,x,,,,• ,y,,western,,
ORCHIDACEAE,Prasophyllum fimbria Rchb.f.,"10,12",,,,,,,x,,x,,,,• ,y,,western,,
ORCHIDACEAE, Prasophyllum gibbosum R.Br.,,,,,,,,,,,,,,• new APBr,,,western,,
ORCHIDACEAE,Prasophyllum hians Rchb.f.,"3,10",,,,,,,,,x,,,,• ,,,western,,
